id,clientId,created_at,updated_at,description,job,price,comments,status,paymentSign
128,112,"2021-09-13 15:19:45","2021-10-07 16:57:13","Silla Candy negra",Chapon,5500,PAGADO,Entregada,NULL
129,113,"2021-09-15 16:17:46","2021-11-04 15:10:07","Sillòn C chico","Estrella chica, 1 rueda y retapizado asiento (aprovechando el Mesh )",4100,"27-11990334-9

Avisado",Entregada,NULL
130,114,"2021-09-15 17:05:05","2021-09-28 18:13:26","Base silla","Cambio de cilindro y chapòn. POner el cono",5600,AVISADO,Entregada,500
131,115,"2021-09-17 14:42:42","2021-09-24 14:03:44","Sillòn Mesh mediano c/cromado",Cilindro,3750,"AVISADO
ENTREGADO",Entregada,1000
132,116,"2021-09-20 15:04:10","2021-09-20 17:37:15","Sillòn gerencial cromado","Cambiar basculante",6500,AVISADA,Entregada,2000
133,117,"2021-09-20 15:55:11","2021-10-08 18:56:09","Butaca con botones","Retapizar en Ecocuero Peugeot/Hilo negro y menos relleno.",0,NULL,Entregada,NULL
134,118,"2021-09-20 16:51:22","2021-09-21 20:01:28","Base neumatica basculante cromada","Cambiar el cilindro",3740,Avisado,Entregada,NULL
135,18,"2021-09-20 18:05:39","2021-10-25 16:16:42","Silla negra sin apoyas  pana suave negra","Rellenar asiento, ruedas y soldar pieza respaldo",4350,"PRESUPUESTAR Y AVISAR
Pasè  x w app, falta confirmaciòn
AUTORIZADO / 
FACTURAR A MONICA JUAN /
 TERMINADO/AVISADO",Entregada,NULL
136,119,"2021-09-23 16:03:54","2021-10-14 15:22:47","Silla Rody alta negra desarmada, con apoyabrazos","Cambiar Chapòn",3000,"Mal el nº de cel
AVISADA",Entregada,NULL
138,120,"2021-09-23 19:40:33","2021-10-12 19:11:10","Sillòn gamer Bulk","Cambiar cilindro",0,"SIN CARGO
AVISADO",Entregada,NULL
139,121,"2021-09-24 15:55:41","2021-11-04 15:10:48","Sillon gerencial mediano cromado","Revisar y pasar presupuesto",3900,Autorizado,Entregada,NULL
140,122,"2021-09-24 16:34:30","2021-10-13 16:35:54","2 Sillas 8500 neumaticas c/apoyas- 1 Rody Premium . Todas negras","Revisar y presupuestar",0,"PRESUPUESTO ENVIADO 02/10/21 POR MAIL
AUTORIZADO. Factura enviada por mail 12/10/21
TERMINADO
AVISADO",Entregada,NULL
141,123,"2021-09-24 18:40:29","2021-10-14 15:11:11","Silla En cuero blanco , cromada","Hacer funda en Ecocuero blanco",5200,"Pasè presupuesto x w app
APROBADA
AVISADA",Entregada,NULL
142,124,"2021-09-25 14:36:04","2021-09-28 18:14:21","Silla Roja cuero, cromada","Cambio de ruedas",1500,NULL,Entregada,NULL
143,125,"2021-09-27 14:51:20","2021-10-12 19:09:12","Silla Candy gris PERLA de Dakot","Cambiar basculante y 1 rueda",5800,"AUTORIZADO
AVISADO",Entregada,NULL
144,126,"2021-09-27 15:08:28","2021-10-30 15:11:37","Sillòn tipo C de colores varios","Chapòn y cilindro",5700,"COLOCAR APOYA
 TERMINADO AVISADO",Entregada,NULL
145,127,"2021-09-28 19:14:39","2021-12-18 17:18:57","Silla Rody baja gris con apoyabrazos","cambiar tornillo largo y ver contacto",0,"AVISADO X W APP",Entregada,NULL
146,43,"2021-09-29 18:15:50","2022-02-17 20:44:47","REPUESTOS Saldo al 29/09  $ 2910 / Pagò 01/10/21 / PAGO $ 31550.- / Por 1 cilindro, 4 respaldos comp. y 4 estrellas medianas / Falta retirar 2 respaldos completos y 4 estrellas medianas.s / Retira todo 05/10/21 / PAGA $ 40965.- / Aumentar 8 % / Debemos a Juanjo $ 265.- (19/11/21)/ llevò 1 cilindro, 1 estrell y 1 respaldo $ 10205.-/ Debe un interno $ 1100.-/Pagado. Le di $ 1500.-",r,0,"PRECIOS A PARTIR DEL 01/10/21 : Estrella mediana $ 1760.- / Cilindro neumàtico $ 3090.- / Ruedas $ 345.- / Contacto permanente $ 4230.- / Chapòn $ 1890.- / Respaldo completo $ 5355.- / Equipo giratorio $ 2000.- A PARTIR DEL 28/01/22  + 9%. debe 1.565.- - estrella devuelta 1760= ( 195 a favor) . Llevo 5 ruedas 1880-195= 1685 debe.  PRECIOS A PARTIR DEL 28/01/22 : Estrella mediana $ 1920.- / Cilindro neumàtico $ 3370.- / Ruedas $ 376.- / Contacto permanente $ 4610.- / Chapòn $ 2060.- / Respaldo completo $ 5840.- / Equipo giratorio $ 2180.- / Par de apoyabrazos Golf $ 1600.- /  DEBE 1685 PAGADO. 14/02/22 llevo 1 cilindro y 1 rueda, debe",Entregada,NULL
147,104,"2021-09-30 18:22:38","2021-11-04 13:56:14","1 silla R baja negra c/apoyas y 1 Silla china sin respaldo, negra","REVISADO Y PRESUPUESTADO- 1) RUEDAS, RELLENAR, EMPROLIJAR GOMA. - 2) RUEDAS, CAMBIAR PERILLA CONTACTO PERMANENTE",5950,"AUTORIZADA/RETIRADA SILLA 2)
TERMINADA / SALDO SILLA 1) CILINDRO Y RESPALDO US. RETAPIZADO A NUEVO $ 6500.-

AVISADO",Entregada,NULL
148,125,"2021-10-01 14:48:55","2021-11-02 15:23:24","2 Sillas Rody alta, 2 Sillòn Mesh alto (uno c/partes de Ecocuero) y 1 Tipo Tyson roja.","Revisar y avisar",46520,"ENVIÈ PRESUPUESTO X W APP/ pagado con transferencia

TERMINADO
AUTORIZADO",Entregada,NULL
149,128,"2021-10-02 15:22:40","2021-10-06 16:50:24","Sillòn C chico negro","Colocar chapòn  y cotizar retapizado Ecocuero blanco con franja ò banda roja.",2600,"chapòn $ 2600.-
Retapizado c/franja en el respaldo $ 4800.-
Hace arreglo sòlo. / AVISADO",Entregada,NULL
150,129,"2021-10-04 14:54:39","2021-11-04 15:26:15","Silla china, negra sin apoyas",CILINDRO,3740,"TERMINADA
AVISADA",Entregada,NULL
151,130,"2021-10-04 16:32:58","2021-10-19 17:07:17","3 Sillas Red baja A2","Revisar y presupuestar",23480,"Pasè presup. x w app
AVISADO. Factura enviada por mail- TRANSFERENCIA 19/10",Entregada,NULL
152,131,"2021-10-05 14:34:14","2021-11-04 15:27:13","Silla tipo Rody color rojo, con apoyas","chapòn solamente",2100,"Enviè presupuesto x w app. Pagada en efectivo",Entregada,NULL
153,132,"2021-10-05 16:20:47","2022-12-13 18:14:11","Sillòn gerencial en Altamira gris y pana / Sillòn c/apoyas tapizados bajo en Altamira gris.",.,13100,"Avisado x w app
Ver factura
ENTREGADO",Entregada,NULL
154,133,"2021-10-05 18:01:25","2021-10-08 18:50:24","Asiento sillòn C chico negro","Retapizado en Eco negro con costuras iguales",2000,"TERMINADO 
AVISADO",Entregada,NULL
155,134,"2021-10-05 18:23:09","2021-10-19 14:24:34","Silla Rody baja gris c/apoyas","CILINDRO-CHAPON-CONTACTO ($3700+$2500+$3700)",9900,"TERMINADO
AVISADO",Entregada,NULL
156,135,"2021-10-06 15:54:41","2021-10-12 18:42:45","Sillòn gerencial negro c/apoyas","Revisar y arreglar",0,"Reservar 1 silla " 7010 " nueva y retira con èsta.",Entregada,NULL
157,136,"2021-10-06 19:09:55","2021-11-04 15:29:14","Sillòn gerencial Jazz","Cambiar basculante con parker y cilindro y cucurucho",8540,"PAGADO 
Basculante + cilindro = $ 8540.
AUTORIZADO
TERMINADO
AVISADO",Entregada,5500
158,137,"2021-10-07 13:56:09","2021-10-08 18:07:43","Base cajera","Cambiar estrella",2400,AVISADO,Entregada,2000
159,138,"2021-10-07 14:02:00","2021-10-26 19:03:56","Sillon gerencial sin base. Respaldo roto","Soldar, suplementar cilindro y cambiar cilindro",6400,"Enviè w app con presupuesto
AUTORIZADO
TERMINADO 
AVISADO",Entregada,NULL
160,139,"2021-10-07 18:30:25","2021-10-07 18:50:22","Base gamer c/estrella partida","Colocar estrella mediana",2600,"AVISADO
PAGADO",Entregada,NULL
161,140,"2021-10-08 17:25:11","2021-10-08 18:54:14","Sillòn C chico","Cambiar chapòn",2600,AUTORIZADO,Entregada,NULL
162,141,"2021-10-08 18:22:04","2021-10-30 16:12:08","Silla R baja roja sin brazos","Retapizado, bilòn en el respaldo, chapòn.",6800,"Enviè presup. x w app

AVISADO",Entregada,NULL
163,142,"2021-10-08 19:22:49","2021-10-27 19:31:40","Sillòn gamer blanco y gris","REVISAR Y AVISAR",2800,"Soldar basculante Asyncro

AUTORIZADO
TERMINADO
AVISADO",Entregada,NULL
164,143,"2021-10-14 17:11:14","2021-11-08 15:26:44","Silla cajera negra, sin apoyas, respaldo suelto","Revisar y presupuestar: Retapizado completo, interno asiento, cilindro, retocar aro, ruedas y 2 tornillos.",10950,"AVISADO X W APP",Entregada,NULL
165,144,"2021-10-18 16:05:44","2021-10-22 13:35:42","Silla Candy original","Cambiar estrella",2000,"AVISADO. PAGADA",Entregada,NULL
166,145,"2021-10-18 16:11:38","2021-11-08 16:17:19","Silla R baja","Revisar cilindro y cambiar estrella. Pasè presup. x w app",7680,"Hay que cambiar estrella y cilindro.
Estrella plàstica chica $ 1980.- / Retapizar asiento ( liso ) $ 2000.- / cilindro $ 3700.-
AUTORIZADO
TERMINADO
AVISADO",Entregada,NULL
167,146,"2021-10-18 19:31:30","2021-11-04 17:26:23","Sillon gerencial red","Ruedas, cilindro, 2 tornillos y suplem. chapòn ( arandela)",5590,"Revisar chapon y ruedas. Pasar presupuesto
AUTORIZADO/AVISADO",Entregada,NULL
168,147,"2021-10-21 15:35:56","2021-11-02 15:01:22","Silla china negra","Estrella chica y cilindro",5720,"Revisar cilindro y avisar
AUTORIZADO
AVISADO",Entregada,NULL
169,148,"2021-10-22 13:32:47","2021-10-22 15:06:27","Sillon gerencial Negro","Cambiar estrella cromada",0,NULL,Entregada,NULL
170,149,"2021-10-25 13:19:03","2021-10-26 19:09:20","Sillón gamer negro/rojo","Estrella mediana",1980,"PRESUPUESTADO X W APP
AUTORIZADO 
TERMINADO 
AVISADO",Entregada,NULL
171,150,"2021-10-25 15:14:22","2021-11-15 16:21:46","Silla rody alta en Ecocuero Beige","Cambiar contacto perm. c/soldadura",4600,"CUIT 30676816530
AUTORIZADO",Entregada,NULL
172,151,"2021-10-25 17:19:43","2021-11-13 16:38:06","Sillon gerencial Negro","Soldar chapòn, abrir respaldo y soldar cañito c/tuerca, 2 bulones",5800,PAGADO,Entregada,NULL
173,153,"2021-10-26 14:02:47","2021-11-08 14:48:48","Silla giratoria 7010 tapizada en Tela marròn diagonal","Ruedas, relleno y revisar",3600,"Pasè pres. x w app",Entregada,NULL
174,154,"2021-10-26 15:53:47","2021-11-04 16:32:17","Sillòn gamer negro y gris / AK RACING","Retapizado $ 6000.- MÀS CILINDRO $ 3700.-",9700,"Consultè por cambio de cilindro
AUTORIZADO/PAGADO",Entregada,NULL
175,155,"2021-10-26 19:22:38","2021-11-04 14:41:53","Silla tipoRody color mostaza","Cambiar estrella y suplementar , solamente !!",2860,"Se pasò cuando la trajo $ 2860 por cambiar la estrella y suplementar. Pero se revisò y habrìa que cambiar estrella, cilindro y colocar 3 tornillos ($ 6210.-).
TERMINADO
AVISADO",Entregada,500
176,156,"2021-10-28 14:16:36","2021-11-01 17:59:11","Sillon gerencial Negro","Revisar cilindro ($ 3700.-)",0,"Si es cilindro sòlo, hacerlo. Si no, avisar.

TERMINADO
AVISADO",Entregada,NULL
177,152,"2021-10-28 14:26:25","2021-11-04 15:29:48","Sillòn gerencial cromado c/base trineo","Reparar tapizado y 1 tornillo",150,NULL,Entregada,NULL
178,157,"2021-10-28 15:00:04","2021-12-03 16:14:57","Silla Rody alta negra","Ruedas y chapòn comùn.",3950,"AUTORIZADA/PAGADO
AVISADO X W APP",Entregada,NULL
179,158,"2021-10-28 18:16:49","2021-11-04 17:08:13","Sillòn Mesh cromado","Rellenar asiento, cilindro y ruedas",7350,"Punto Sur Artes de Pesca S.A.     30-70933592-4
AVISADA",Entregada,NULL
180,159,"2021-10-29 15:31:06","2021-11-05 15:40:36","Banqueta cromada","colocar cilindro nuevo  y armar",4000,"AVISADO
ENTREGADO",Entregada,4000
181,160,"2021-10-30 15:18:23","2021-11-15 16:21:26","Silla tipo India c/apoyas cromados","Revisar y presupuestar",7700,"Ruedas, cilindro y estrella mediana
Enviè pres. x w app./ AVISADA",Entregada,NULL
182,161,"2021-11-01 15:26:02","2021-11-09 19:53:40","Silla Alma est. negra","Fijar respaldo y revisar",1500,"TERMINADO
AVISADO",Entregada,NULL
183,162,"2021-11-01 18:03:17","2021-11-05 19:20:18","Silla Rody baja, pana salmon, sin apoyas","Revisar y cotizar retapizado",9100,"Enviè w app con presupuesto

TERMINADO 
AVISADO",Entregada,2000
184,163,"2021-11-02 13:31:13","2021-11-05 14:19:39","Sillòn  C chico negro","cambiar chapòn",2300,"TERMINADO
AVISADO",Entregada,500
185,164,"2021-11-03 14:07:43","2021-11-04 18:19:24","Base estrella","Cambio de cilindro. PAGADO",03740,"AVISDO POR W APP",Entregada,3740
186,165,"2021-11-03 14:54:43","2021-11-16 19:40:04","Silla cajera negra sin brazos",l,0,"NO SE HACE PORQUE ES MUCHA COSA.
Queda para Nosotros",Entregada,NULL
187,167,"2021-11-03 17:31:05","2021-11-11 16:26:22","Silla Rody alta bordò","Revisar y presupuestar/se baja cilindro/ contacto",8300,"TERMINADO
AVISADO. PAGADA",Entregada,NULL
188,166,"2021-11-03 17:34:39","2021-12-20 20:04:33","3 Silla Rody baja Premium color bordo c/apoyas, 1 Silla Bezzi cajera","Revisar y presupuestar",33200,"VER CUADERNO /PAGADO
TERMINADO/AVISADO
ESPERAR RESPUESTA Y.RE-AVISAR SI NO RESPONDEN/ Pasan 21 ò 22 de Diciembre",Entregada,NULL
189,158,"2021-11-04 17:12:52","2021-12-01 19:27:38","Sillòn Mesh cromado","TAPIZAR IGUAL ANTES / CILINDRO Y RUEDAS",7350,"AVISADA X W APP 16/11/21",Entregada,NULL
190,168,"2021-11-05 13:30:24","2021-11-08 16:16:52","Base sillòn cromada","Cambiar chapòn c/colocaciòn de parker y revisar cilindro",9200,NULL,Entregada,NULL
191,169,"2021-11-06 15:29:36","2021-11-17 14:35:48","Base neumàtica grande","Cambiar cilindro y ruedas",5350,"AVISADO X W APP",Entregada,2000
192,170,"2021-11-08 14:51:41","2021-11-10 20:26:06","1 Silloncito en pana azul y 1 silla " U " marròn, ambos giratorios","Cambiar base de uno a otro.",700,"TERMINADO
AVISADO",Entregada,NULL
193,171,"2021-11-08 19:26:43","2022-03-22 16:19:30","Base basculante cromada sin ruedas","Colocar estrella med. plástica y ruedas",4000,"TERMINADO
AVISADO",Entregada,1200
194,172,"2021-11-08 19:42:36","2021-11-10 15:31:31","Respaldo silla tipo Biro Baja","Cambiar T. PAGADA. AVISADO",950,"TERMINADO
AVISADO",Entregada,950
195,173,"2021-11-08 20:43:38","2021-11-09 20:38:01","Sillòn Trento","Chapòn basculante, cilindro y suplem. estrella",9600,"TERMINADO
AVISADO",Entregada,2000
196,72,"2021-11-09 18:09:54","2021-11-18 20:05:11","Silla cajera tipo Ergo ( A2)","Colocar estrella mediana y ruedas",4100,AVISADO,Entregada,NULL
197,174,"2021-11-09 20:51:03","2022-03-22 16:17:57","Sillòn Mesh cromado","Hacer asiento y ruedas",4650,"Pasè pres. x w app
AUTORIZADA
TERMINADA
AVISADA",Entregada,NULL
198,175,"2021-11-10 16:11:00","2021-11-16 14:43:41","SILLA 7010 BEIGE","Retapizar en Eco negro",4000,"30-71101431-0
AVISADO
PAGADO",Entregada,2000
199,151,"2021-11-13 16:38:42","2021-11-29 18:48:33","Sillòn gerencial mediano negro","Cilindro, relleno de asiento, 1 inserto, 1 rueda us. y 2 tornillos",6200,"TERMINADO 
AVISADO",Entregada,NULL
200,94,"2021-11-13 17:45:34","2023-01-23 18:48:01","Silla Rody premium con apoyabrazos","Revisar y presupuestar: cilindro, chapòn, ruedas, rellenar asiento y respaldo, tornillo y suplem. apoyas",14950,"NO SE HIZO",Entregada,NULL
201,176,"2021-11-17 16:22:16","2021-11-18 16:26:21","Sillòn Aluminio alto","colocar estrella mediana y 1 rueda  ( $ 2400 + rueda)",2730,"Avisado x w app",Entregada,1000
202,177,"2021-11-17 20:40:03","2021-11-29 19:03:52","Sillon gerencial median negro, sin estrella","Retapizado completo en cuerotex negr, rellenar, estrella mediana con ruedas. Revisar inserto apoyabrazos. 10000 mas inserto",10000,"TERMINADO 
AVISADO",Entregada,NULL
203,158,"2021-11-18 18:48:01","2021-12-01 19:27:45","1 silla 7010 neumatica c/brazos, 1 silla 7010 giratoria sin brazos, 1 rody alta, 1 china verde","Revisar y hacer",23950,"TERMINADO
AVISADO",Entregada,NULL
204,66,"2021-11-19 15:11:23","2021-11-19 15:16:17","Sillòn gerencial blanco","Se cambiò 1 rueda",330,NULL,Entregada,NULL
205,178,"2021-11-19 17:42:52","2022-01-12 14:21:57","Silla Rody Premium conriñonera. Negra","Cilindro y contacto c/soldadura",7700,"AVISADO
FACTURA ENVIADA",Entregada,NULL
206,179,"2021-11-20 14:44:48","2022-10-31 18:50:53","Silla operativa Mesh negra","Revisar y presupuestar",0,"NO SE PUEDE ARREGLAR
Nos deja la silla",Entregada,NULL
207,66,"2021-11-23 19:32:12","2022-01-10 16:03:58","Silla cajera Rody baja c/riñonera","Ver cuaderno",13350,"Una silla nueva similar $ 22500.-",Entregada,NULL
208,180,"2021-11-24 15:28:06","2021-11-29 19:19:00","Sillòn gamer Wesdar, negro y verde","Revisar inclinaciòn/ cambiar basculante",5500,"Madera asiento, revisada por Poli y està ok. Ver basculante.

TERMINADO
AVISADO",Entregada,NULL
209,181,"2021-11-24 17:42:46","2021-12-17 15:18:08","Sillon gerencial Negro","Cilindro, ruedas y chapon basculante",10900,"TERMINADO
AVISADO",Entregada,4000
210,182,"2021-11-24 19:59:15","2021-12-03 18:36:22","Base giratoria. Silla 7010 negra, separadas","Caambiar base giratoria",3100,AVISADO,Entregada,3100
211,183,"2021-11-24 20:47:29","2021-11-30 19:36:06","Base cromada","Cambiar cilindro",3750,"Presupuestar
AUTORIZADO / AVISADO",Entregada,NULL
212,184,"2021-11-25 17:07:38","2022-01-28 19:00:18","Silla tipo Ergo negra c/apoyas","Revisar cilindro y ver",8850,"30-68999009-2
SE LES PASÓ PRESUPUESTO, VISTO (SIN RESPUESTA AUN 13/12)/SE LE VOLVIÓ A ESCRIBIR  27/12 AUTORIZADO 27/12/21

TERMINADO
AVISADO",Entregada,NULL
213,185,"2021-11-26 18:49:54","2022-03-04 20:14:27","2 Sillas con apoyas regulables en tela azul","Revisar y presupuestar. pagado 04/03/22",13250,"Pasè pres. x w app",Entregada,NULL
214,186,"2021-11-26 20:49:32","2021-11-29 19:16:43","Sillon c chico","estrella chica y ruedas usadas",0,NULL,Entregada,NULL
215,187,"2021-12-03 15:47:59","2021-12-14 20:24:11","Sillòn Aluminio alto","Hacer funda borde asiento c/refuerzo y poner taquito de goma dentro de cilindro",2900,AVISADO,Entregada,NULL
216,188,"2021-12-03 17:17:52","2021-12-13 14:29:30","Sillòn negro chico","Retapizar c/faja",4500,"AUTORIZADO
AVISADO/PAGADO",Entregada,NULL
217,189,"2021-12-06 15:42:34","2021-12-09 19:24:58","Base basculante negra. Sillon basculante negro","Cambiar basculante y fijar",6555,"$ 5700.- tarjeta en 1 pago / $ 6555.- 3/6/12 cuOtas VISA. Pagado con TC 
AVISADO",Entregada,NULL
218,190,"2021-12-06 19:43:30","2022-03-22 16:17:36","Sillòn Aluminio alto","Revisar y conseguir tapones",9580,"30-71457280-2
PAGADO
TERMINADO
AVISADO",Entregada,NULL
219,191,"2021-12-06 20:04:52","2021-12-18 17:14:37","Sillon Gamer negro y blanco sin respaldo","Colocar estrella plàstica",2360,"Revisar inclinaciòn",Entregada,NULL
220,192,"2021-12-07 15:01:13","2022-01-15 14:32:51","Silla fija color Mostaza",Soldar,2100,"SE SOLDÒ UNA PATA Y SE REFORZARON LAS OTRAS
AVISADO",Entregada,NULL
221,146,"2021-12-09 19:28:49","2022-01-10 19:20:35","Sillon Mesh alto Cromado","Cambiar basculante",5500,"TERMINADO
AVISADO",Entregada,NULL
222,193,"2021-12-10 16:39:03","2022-01-10 19:17:22","Sillòn chico tipo U","Colocar estrella chica y cotizar: Parches en casco ò Retapizado de casco",1980,"Retapizado de casco $ 2500.-
PAGADO",Entregada,NULL
223,194,"2021-12-14 15:05:53","2021-12-29 15:55:32","Silla 8500 bordeaux neumatica","Revisar y presupuestar",7380,"Estrella chica, ruedas, cilindro.",Entregada,NULL
224,195,"2021-12-14 15:26:54","2022-01-25 16:07:16","4 Sillas tipo Rody Alta , negras con apoyabrazos / 1 tipo 7010 giratoria c/apoyas / 1 tipo 7010 giratoria s/apoyas","Revisar y presupuestar",40350,"Avisado Daniel x w app",Entregada,NULL
225,196,"2021-12-14 18:10:07","2021-12-16 17:40:45","Silla Alma c/regatones/negra","Cambiar cilindro",3750,AVISADO,Entregada,500
226,197,"2021-12-15 20:25:57","2021-12-15 20:26:05","Base basculante negra","cambiar estrella mediana",0,NULL,Entregada,NULL
227,198,"2021-12-16 17:38:05","2022-01-19 16:49:45","1.- Silla Rody alta c/apoyas negra    2.- Sillon tipo C chico c/casco","1.- retapizar, contacto, tornillo, ruedas, cilindro.  2) estrella med., rellenar asiento, ruedas y 1 tornillo.",20210,"AUTORIZADO
Avisado x w app",Entregada,NULL
228,148,"2021-12-20 15:39:40","2022-02-02 17:21:43","Silla Ergo negra","Retapizar asiento en Ecocuero negro",2200,"TERMINADA 
AVISADO",Entregada,NULL
229,66,"2021-12-20 16:20:29","2022-01-06 15:46:44","2 Silla Rody alta negra","Ver cuaderno",25100,Entregadas,Entregada,NULL
230,200,"2021-12-22 16:35:03","2022-01-10 14:35:33","Base cromada banqueta","Fabricar asiento redondo diàmetro 30 cm. asiento redondo en Ecocuero blanco",3500,AVISADO,Entregada,NULL
231,201,"2021-12-22 20:20:22","2022-01-06 15:32:46","Sillòn gamer negro","Cambiar estrella",2360,"TERMINADA 
AVISADA X W APP",Entregada,1400
232,202,"2021-12-29 16:07:54","2022-01-11 14:21:00","Sillòn gerencial negro sin base","Retapizar en Ecocuero negro 7 rellenar asiento y poca costura",6500,"Avisado x w app",Entregada,2000
233,143,"2022-01-03 15:44:33","2022-01-06 15:58:44","Silla negra tipo Alma","Retap. asiento en Eco negro y ver si van apoyas golf",2200,"TERMINADO
AVISADO

(NO CONSEGUIMOS APOYAS)",Entregada,NULL
234,203,"2022-01-03 20:25:58","2022-01-04 15:52:58","Sillon Gammer negro y rojo. Desarmado",Chapòn,6000,"AVISADO X W APP
PAGADO",Entregada,2000
235,204,"2022-01-04 20:07:18","2022-01-08 16:10:19","Sillon gerencial Negro","Cambio de cilindro, chapòn y fijar base.",6750,AUTORIZADO,Entregada,2000
236,205,"2022-01-05 16:24:05","2022-02-02 14:56:05","1 Sillòn gerencial negro y 1 silla 7010 marròn","1) Cilindro, ruedas, retap. y rellenar asiento y 1 inserto 2) Cambiar estructura, ruedas, rellenar completo y cilindro",17550,"AUTORIZADO
Asiento sillòn està en lo de Poli (10/01/22)

TERMINADO 
AVISADO",Entregada,NULL
